,pred,pred_score,y
MB-5646,1.0,0.4800995886325836,1
MB-3429,0.0,0.20399020612239838,0
MB-6358,1.0,0.9117164611816406,0
MB-0235,0.0,0.15012575685977936,0
MB-6178,1.0,0.798369824886322,1
MB-4849,0.0,0.22285586595535278,1
MB-6171,0.0,0.25359949469566345,0
MB-6007,1.0,0.41101646423339844,0
MB-6008,1.0,0.6076130867004395,1
MB-2923,1.0,0.5825271010398865,1
MB-2927,1.0,0.7253379225730896,0
MB-2929,1.0,0.622734010219574,0
MB-0500,1.0,0.7663268446922302,1
MB-0507,1.0,0.49112507700920105,1
MB-3852,1.0,0.6646218299865723,1
MB-3850,0.0,0.32785913348197937,0
MB-2851,1.0,0.39767947793006897,1
MB-2853,0.0,0.15297801792621613,0
MB-0434,1.0,0.8934354782104492,1
MB-0436,1.0,0.7976914048194885,1
MB-0437,0.0,0.24992644786834717,0
MB-0431,0.0,0.15904217958450317,0
MB-5107,1.0,0.7784789204597473,1
MB-5105,0.0,0.15798042714595795,0
MB-0439,0.0,0.21970511972904205,0
MB-5100,1.0,0.48572036623954773,1
MB-5059,0.0,0.24331730604171753,0
MB-5057,1.0,0.8790068626403809,1
MB-4725,1.0,0.8577966690063477,1
MB-4723,1.0,0.4851459264755249,1
MB-4729,1.0,0.7247118949890137,1
MB-7189,1.0,0.6641089916229248,0
MB-7187,1.0,0.5585916042327881,0
MB-7186,0.0,0.09656595438718796,0
MB-7182,1.0,0.5451287627220154,1
MB-4762,0.0,0.10874494910240173,0
MB-7167,0.0,0.07360968738794327,0
MB-7162,0.0,0.2365584820508957,0
MB-7161,0.0,0.3453176021575928,0
MB-7160,1.0,0.729362428188324,1
MB-6346,0.0,0.18911437690258026,0
MB-0249,1.0,0.9512898921966553,1
MB-0243,0.0,0.15509925782680511,0
MB-0242,0.0,0.16265131533145905,0
MB-0241,1.0,0.890387237071991,1
MB-7296,1.0,0.8561798930168152,1
MB-4763,1.0,0.9230101704597473,1
MB-4046,0.0,0.19201670587062836,0
MB-5298,1.0,0.9526104927062988,1
MB-5293,0.0,0.1599140167236328,0
MB-5292,1.0,0.8758841156959534,0
MB-2919,0.0,0.1722782701253891,0
MB-2917,1.0,0.8902573585510254,1
MB-2916,0.0,0.18385207653045654,0
MB-2912,1.0,0.9152688980102539,1
MB-5066,0.0,0.18471097946166992,0
MB-3840,1.0,0.3726062774658203,0
MB-3842,1.0,0.6879134178161621,1
MB-5127,1.0,0.48505067825317383,1
MB-5126,1.0,0.959923505783081,1
MB-0402,0.0,0.1660108119249344,0
MB-0404,0.0,0.23773320019245148,1
MB-0406,0.0,0.2391260713338852,1
MB-6187,0.0,0.22420097887516022,1
MB-4224,0.0,0.12370213121175766,0
MB-4222,0.0,0.12198138982057571,0
MB-4698,0.0,0.3151925504207611,1
MB-4716,1.0,0.3978358507156372,1
MB-7199,0.0,0.17288587987422943,0
MB-4407,1.0,0.6192042231559753,1
MB-4154,1.0,0.956906795501709,1
MB-7281,1.0,0.9357945919036865,1
MB-0258,1.0,0.5891197919845581,1
MB-0259,1.0,0.9696741104125977,1
MB-0253,0.0,0.1550780087709427,0
MB-0257,0.0,0.19436484575271606,0
MB-7018,0.0,0.35231444239616394,0
MB-4686,0.0,0.32686635851860046,1
MB-3500,1.0,0.810135543346405,1
MB-3502,1.0,0.9435213208198547,1
MB-7010,0.0,0.12674318253993988,0
MB-6023,0.0,0.16091977059841156,0
MB-5288,0.0,0.353350967168808,0
MB-5284,0.0,0.2426210194826126,1
MB-5287,0.0,0.1626291126012802,0
MB-5281,0.0,0.21337394416332245,1
MB-3614,1.0,0.750468909740448,1
